flat_threshold,flat_threshold_pct,variant,product,tp,fp,fn,precision_flat,recall_flat,n_true_flat,n_pred_flat
0.04120512820512821,4.120512820512821,2,urea,2,3,57,0.4,0.03389830508474576,59,5
0.04120512820512821,4.120512820512821,2,dap,5,2,75,0.7142857142857143,0.0625,80,7
0.04120512820512821,4.120512820512821,2,mop,4,8,64,0.3333333333333333,0.058823529411764705,68,12
0.04120512820512821,4.120512820512821,3,urea,9,7,50,0.5625,0.15254237288135594,59,16
0.04120512820512821,4.120512820512821,3,dap,9,2,71,0.8181818181818182,0.1125,80,11
0.04120512820512821,4.120512820512821,3,mop,11,10,57,0.5238095238095238,0.16176470588235295,68,21
0.04246153846153846,4.246153846153846,1,urea,2,1,58,0.6666666666666666,0.03333333333333333,60,3
0.04246153846153846,4.246153846153846,1,dap,1,2,81,0.3333333333333333,0.012195121951219513,82,3
0.04246153846153846,4.246153846153846,1,mop,3,3,67,0.5,0.04285714285714286,70,6
0.04246153846153846,4.246153846153846,2,urea,2,3,58,0.4,0.03333333333333333,60,5
0.04246153846153846,4.246153846153846,2,dap,5,2,77,0.7142857142857143,0.06097560975609756,82,7
0.04246153846153846,4.246153846153846,2,mop,5,7,65,0.4166666666666667,0.07142857142857142,70,12
0.04246153846153846,4.246153846153846,3,urea,9,7,51,0.5625,0.15,60,16
0.04246153846153846,4.246153846153846,3,dap,9,2,73,0.8181818181818182,0.10975609756097561,82,11
0.04246153846153846,4.246153846153846,3,mop,11,10,59,0.5238095238095238,0.15714285714285714,70,21
0.04371794871794872,4.371794871794872,1,urea,2,1,58,0.6666666666666666,0.03333333333333333,60,3
0.04371794871794872,4.371794871794872,1,dap,1,2,83,0.3333333333333333,0.011904761904761904,84,3
0.04371794871794872,4.371794871794872,1,mop,3,3,67,0.5,0.04285714285714286,70,6
0.04371794871794872,4.371794871794872,2,urea,2,3,58,0.4,0.03333333333333333,60,5
0.04371794871794872,4.371794871794872,2,dap,5,2,79,0.7142857142857143,0.05952380952380952,84,7
0.04371794871794872,4.371794871794872,2,mop,5,7,65,0.4166666666666667,0.07142857142857142,70,12
0.04371794871794872,4.371794871794872,3,urea,9,7,51,0.5625,0.15,60,16
0.04371794871794872,4.371794871794872,3,dap,9,2,75,0.8181818181818182,0.10714285714285714,84,11
0.04371794871794872,4.371794871794872,3,mop,11,10,59,0.5238095238095238,0.15714285714285714,70,21
0.044974358974358974,4.4974358974358974,1,urea,2,1,61,0.6666666666666666,0.031746031746031744,63,3
0.044974358974358974,4.4974358974358974,1,dap,1,2,85,0.3333333333333333,0.011627906976744186,86,3
0.044974358974358974,4.4974358974358974,1,mop,3,3,70,0.5,0.0410958904109589,73,6
0.044974358974358974,4.4974358974358974,2,urea,2,3,61,0.4,0.031746031746031744,63,5
0.044974358974358974,4.4974358974358974,2,dap,5,2,81,0.7142857142857143,0.05813953488372093,86,7
0.044974358974358974,4.4974358974358974,2,mop,5,7,68,0.4166666666666667,0.0684931506849315,73,12
0.044974358974358974,4.4974358974358974,3,urea,9,7,54,0.5625,0.14285714285714285,63,16
0.044974358974358974,4.4974358974358974,3,dap,9,2,77,0.8181818181818182,0.10465116279069768,86,11
0.044974358974358974,4.4974358974358974,3,mop,12,9,61,0.5714285714285714,0.1643835616438356,73,21
0.046230769230769235,4.6230769230769235,1,urea,2,1,63,0.6666666666666666,0.03076923076923077,65,3
0.046230769230769235,4.6230769230769235,1,dap,1,2,85,0.3333333333333333,0.011627906976744186,86,3
0.046230769230769235,4.6230769230769235,1,mop,3,3,70,0.5,0.0410958904109589,73,6
0.046230769230769235,4.6230769230769235,2,urea,2,3,63,0.4,0.03076923076923077,65,5
0.046230769230769235,4.6230769230769235,2,dap,5,2,81,0.7142857142857143,0.05813953488372093,86,7
0.046230769230769235,4.6230769230769235,2,mop,5,7,68,0.4166666666666667,0.0684931506849315,73,12
0.046230769230769235,4.6230769230769235,3,urea,9,7,56,0.5625,0.13846153846153847,65,16
0.046230769230769235,4.6230769230769235,3,dap,9,2,77,0.8181818181818182,0.10465116279069768,86,11
0.046230769230769235,4.6230769230769235,3,mop,12,9,61,0.5714285714285714,0.1643835616438356,73,21
0.04748717948717949,4.748717948717949,1,urea,2,1,64,0.6666666666666666,0.030303030303030304,66,3
0.04748717948717949,4.748717948717949,1,dap,1,2,86,0.3333333333333333,0.011494252873563218,87,3
0.04748717948717949,4.748717948717949,1,mop,3,3,72,0.5,0.04,75,6
0.04748717948717949,4.748717948717949,2,urea,2,3,64,0.4,0.030303030303030304,66,5
0.04748717948717949,4.748717948717949,2,dap,5,2,82,0.7142857142857143,0.05747126436781609,87,7
0.04748717948717949,4.748717948717949,2,mop,5,7,70,0.4166666666666667,0.06666666666666667,75,12
0.04748717948717949,4.748717948717949,3,urea,9,7,57,0.5625,0.13636363636363635,66,16
0.04748717948717949,4.748717948717949,3,dap,9,2,78,0.8181818181818182,0.10344827586206896,87,11
0.04748717948717949,4.748717948717949,3,mop,13,8,62,0.6190476190476191,0.17333333333333334,75,21
0.04874358974358974,4.874358974358974,1,urea,2,1,70,0.6666666666666666,0.027777777777777776,72,3
0.04874358974358974,4.874358974358974,1,dap,1,2,89,0.3333333333333333,0.011111111111111112,90,3
0.04874358974358974,4.874358974358974,1,mop,5,1,76,0.8333333333333334,0.06172839506172839,81,6
0.04874358974358974,4.874358974358974,2,urea,3,2,69,0.6,0.041666666666666664,72,5
0.04874358974358974,4.874358974358974,2,dap,6,1,84,0.8571428571428571,0.06666666666666667,90,7
0.04874358974358974,4.874358974358974,2,mop,6,6,75,0.5,0.07407407407407407,81,12
0.04874358974358974,4.874358974358974,3,urea,12,4,60,0.75,0.16666666666666666,72,16
0.04874358974358974,4.874358974358974,3,dap,9,2,81,0.8181818181818182,0.1,90,11
0.04874358974358974,4.874358974358974,3,mop,15,6,66,0.7142857142857143,0.18518518518518517,81,21
0.05,5.0,1,urea,2,1,70,0.6666666666666666,0.027777777777777776,72,3
0.05,5.0,1,dap,1,2,89,0.3333333333333333,0.011111111111111112,90,3
0.05,5.0,1,mop,5,1,79,0.8333333333333334,0.05952380952380952,84,6
0.05,5.0,2,urea,3,2,69,0.6,0.041666666666666664,72,5
0.05,5.0,2,dap,6,1,84,0.8571428571428571,0.06666666666666667,90,7
0.05,5.0,2,mop,6,6,78,0.5,0.07142857142857142,84,12
0.05,5.0,3,urea,12,4,60,0.75,0.16666666666666666,72,16
0.05,5.0,3,dap,9,2,81,0.8181818181818182,0.1,90,11
0.05,5.0,3,mop,16,5,68,0.7619047619047619,0.19047619047619047,84,21
