flat_threshold,flat_threshold_pct,variant,product,tp,fp,fn,precision_flat,recall_flat,n_true_flat,n_pred_flat
0.02487179487179487,2.4871794871794872,2,dap,3,4,51,0.42857142857142855,0.05555555555555555,54,7
0.02487179487179487,2.4871794871794872,2,mop,2,10,50,0.16666666666666666,0.038461538461538464,52,12
0.02487179487179487,2.4871794871794872,3,urea,7,9,29,0.4375,0.19444444444444445,36,16
0.02487179487179487,2.4871794871794872,3,dap,6,5,48,0.5454545454545454,0.1111111111111111,54,11
0.02487179487179487,2.4871794871794872,3,mop,8,13,44,0.38095238095238093,0.15384615384615385,52,21
0.02612820512820513,2.612820512820513,1,urea,1,2,35,0.3333333333333333,0.027777777777777776,36,3
0.02612820512820513,2.612820512820513,1,dap,0,3,58,0.0,0.0,58,3
0.02612820512820513,2.612820512820513,1,mop,2,4,50,0.3333333333333333,0.038461538461538464,52,6
0.02612820512820513,2.612820512820513,2,urea,2,3,34,0.4,0.05555555555555555,36,5
0.02612820512820513,2.612820512820513,2,dap,4,3,54,0.5714285714285714,0.06896551724137931,58,7
0.02612820512820513,2.612820512820513,2,mop,2,10,50,0.16666666666666666,0.038461538461538464,52,12
0.02612820512820513,2.612820512820513,3,urea,7,9,29,0.4375,0.19444444444444445,36,16
0.02612820512820513,2.612820512820513,3,dap,6,5,52,0.5454545454545454,0.10344827586206896,58,11
0.02612820512820513,2.612820512820513,3,mop,8,13,44,0.38095238095238093,0.15384615384615385,52,21
0.027384615384615386,2.7384615384615385,1,urea,1,2,37,0.3333333333333333,0.02631578947368421,38,3
0.027384615384615386,2.7384615384615385,1,dap,0,3,62,0.0,0.0,62,3
0.027384615384615386,2.7384615384615385,1,mop,2,4,50,0.3333333333333333,0.038461538461538464,52,6
0.027384615384615386,2.7384615384615385,2,urea,2,3,36,0.4,0.05263157894736842,38,5
0.027384615384615386,2.7384615384615385,2,dap,4,3,58,0.5714285714285714,0.06451612903225806,62,7
0.027384615384615386,2.7384615384615385,2,mop,2,10,50,0.16666666666666666,0.038461538461538464,52,12
0.027384615384615386,2.7384615384615385,3,urea,7,9,31,0.4375,0.18421052631578946,38,16
0.027384615384615386,2.7384615384615385,3,dap,6,5,56,0.5454545454545454,0.0967741935483871,62,11
0.027384615384615386,2.7384615384615385,3,mop,8,13,44,0.38095238095238093,0.15384615384615385,52,21
0.028641025641025643,2.864102564102564,1,urea,1,2,42,0.3333333333333333,0.023255813953488372,43,3
0.028641025641025643,2.864102564102564,1,dap,0,3,65,0.0,0.0,65,3
0.028641025641025643,2.864102564102564,1,mop,2,4,50,0.3333333333333333,0.038461538461538464,52,6
0.028641025641025643,2.864102564102564,2,urea,2,3,41,0.4,0.046511627906976744,43,5
0.028641025641025643,2.864102564102564,2,dap,4,3,61,0.5714285714285714,0.06153846153846154,65,7
0.028641025641025643,2.864102564102564,2,mop,2,10,50,0.16666666666666666,0.038461538461538464,52,12
0.028641025641025643,2.864102564102564,3,urea,7,9,36,0.4375,0.16279069767441862,43,16
0.028641025641025643,2.864102564102564,3,dap,6,5,59,0.5454545454545454,0.09230769230769231,65,11
0.028641025641025643,2.864102564102564,3,mop,8,13,44,0.38095238095238093,0.15384615384615385,52,21
0.0298974358974359,2.98974358974359,1,urea,1,2,46,0.3333333333333333,0.02127659574468085,47,3
0.0298974358974359,2.98974358974359,1,dap,0,3,68,0.0,0.0,68,3
0.0298974358974359,2.98974358974359,1,mop,2,4,52,0.3333333333333333,0.037037037037037035,54,6
0.0298974358974359,2.98974358974359,2,urea,2,3,45,0.4,0.0425531914893617,47,5
0.0298974358974359,2.98974358974359,2,dap,4,3,64,0.5714285714285714,0.058823529411764705,68,7
0.0298974358974359,2.98974358974359,2,mop,2,10,52,0.16666666666666666,0.037037037037037035,54,12
0.0298974358974359,2.98974358974359,3,urea,8,8,39,0.5,0.1702127659574468,47,16
0.0298974358974359,2.98974358974359,3,dap,7,4,61,0.6363636363636364,0.10294117647058823,68,11
0.0298974358974359,2.98974358974359,3,mop,8,13,46,0.38095238095238093,0.14814814814814814,54,21
0.031153846153846157,3.115384615384616,1,urea,1,2,48,0.3333333333333333,0.02040816326530612,49,3
0.031153846153846157,3.115384615384616,1,dap,1,2,68,0.3333333333333333,0.014492753623188406,69,3
0.031153846153846157,3.115384615384616,1,mop,2,4,52,0.3333333333333333,0.037037037037037035,54,6
0.031153846153846157,3.115384615384616,2,urea,2,3,47,0.4,0.04081632653061224,49,5
0.031153846153846157,3.115384615384616,2,dap,4,3,65,0.5714285714285714,0.057971014492753624,69,7
